wo_id,tag_sap,wo_type,created_date,basic_start,basic_finish,actual_finish,status,short_text,long_text,planned_hours,actual_hours,crew,work_center,priority,ta_id
40000254,100-P-105A,PM02,2023-07-19,2023-08-04,2023-08-06,2023-08-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters at completion.,4.5,5.2,"1 fitter, 1 inspector",MECH,3,
40000255,100-P-104B,PM02,2023-07-21,2023-08-04,2023-08-05,2023-08-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on atmospheric residue bottoms pump B (P-104B). No abnormalities detected. Seal condition healthy. Equipment operating within normal parameters.,3.4,3.8,"1 fitter, 1 inspector",MECH,4,
40000256,100-P-105B,PM02,2023-07-21,2023-08-05,2023-08-06,2023-08-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of naphtha product pump B during rundown. No abnormalities detected. Seal condition verified as healthy. Equipment operating within normal parameters.,4.6,5.4,"1 fitter, 1 inspector",MECH,3,
40000257,100-P-103A,PM02,2023-07-22,2023-08-02,2023-08-03,2023-08-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump P-103A. Inspected lubrication and seal condition. No abnormalities detected during inspection. Equipment operating within normal parameters.,4.0,4.9,"1 fitter, 1 inspector",MECH,3,
40000258,100-P-104A,PM02,2023-07-22,2023-08-03,2023-08-04,2023-08-03,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Atmospheric residue bottoms pump A (P-104A). No abnormalities found, seal intact and lubrication system functioning properly. Equipment operating within normal parameters.",4.8,5.2,"1 fitter, 1 inspector",MECH,3,
40000259,100-P-105A,PM01,2023-08-15,2023-08-28,2023-08-31,2023-09-01,CLSD,REPL MECH SEAL,"Observed seal leakage on Naphtha product pump A prior to replacement. Seal pot level was low, indicating potential seal failure. Mechanical seal replaced successfully on 2023-08-28. Pump tested and returned to service without further leakage.",8.4,9.1,2 fitters,MECH,2,
40000260,100-P-101A,PM02,2024-01-04,2024-01-28,2024-01-29,2024-01-29,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. No abnormal vibrations detected. Seal inspected and confirmed intact. Equipment operating within normal parameters.,3.2,2.5,"1 fitter, 1 inspector",MECH,4,
40000261,100-P-105A,PM02,2024-01-11,2024-02-04,2024-02-05,2024-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters.,3.6,4.4,"1 fitter, 1 inspector",MECH,4,
40000262,100-P-102A,PM02,2024-01-13,2024-02-01,2024-02-02,2024-02-02,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lubrication seal on Desalter water pump A (P-102A). Noted minor seal leakage, monitored condition. No immediate action required.",3.1,2.9,"1 fitter, 1 inspector",MECH,4,
40000263,100-P-103A,PM02,2024-01-18,2024-02-02,2024-02-03,2024-02-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump P-103A. Inspected lubrication and seal condition. No abnormalities detected during inspection. Equipment operating within normal parameters.,3.5,2.7,"1 fitter, 1 inspector",MECH,3,
40000264,100-PV-102,PM02,2024-02-17,2024-03-12,2024-03-14,2024-03-14,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 as per maintenance schedule. Verified setpoint accuracy and adjusted actuator response. Valve operated within specified parameters after calibration. No leaks or abnormalities detected during inspection.,3.7,3.6,1 instrument tech,INST,3,
40000265,100-LV-102,PM02,2024-02-24,2024-03-08,2024-03-10,2024-03-10,CLSD,CALIBRATE CONTROL VALVE,Calibrated control valve LV-102 for column bottoms level. Verified valve response and adjusted setpoints to ensure accurate level control. Valve operated within specified parameters after calibration.,3.7,3.2,1 instrument tech,INST,4,
40000266,100-LV-101,PM02,2024-02-25,2024-03-07,2024-03-09,2024-03-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated LV-101 control valve for overhead accumulator level. Verified valve response and adjusted setpoints to ensure accurate level control. No abnormalities detected during calibration. Equipment operating within normal parameters.,2.5,1.9,1 instrument tech,INST,3,
40000267,100-PV-101,PM02,2024-02-27,2024-03-11,2024-03-12,2024-03-12,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 to ensure accurate pressure regulation. Verified setpoints and response times within specifications. No abnormalities detected during calibration.,3.6,3.4,1 instrument tech,INST,4,
40000268,100-TV-101,PM02,2024-02-27,2024-03-15,2024-03-16,2024-03-16,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,2.0,2.4,1 instrument tech,INST,3,
40000269,100-V-101,PM02,2024-03-20,2024-04-10,2024-04-12,2024-04-12,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on Electrostatic desalter V-101. Checked for signs of wall loss and corrosion. No leaks or abnormalities detected. Equipment operating within normal parameters.,7.3,6.3,"1 inspector, 1 fitter",INSP,3,
40000270,100-E-110,PM02,2024-03-25,2024-04-18,2024-04-20,2024-04-21,CLSD,EXT INSP LUBE CONDITION,External inspection of kerosene stripper reboiler E-110 completed. Noted wall thinning in lower shell area consistent with corrosion. Lubrication system checked and oil condition found within acceptable parameters. No leaks or abnormal vibrations detected during inspection.,6.5,6.7,"1 inspector, 1 fitter",INSP,3,
40000271,100-D-103,PM02,2024-03-26,2024-04-19,2024-04-20,2024-04-20,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of diesel stripper D-103. Checked lubrication system condition; no leaks or abnormalities found. Equipment operating within normal parameters. No further action required.,7.0,7.1,"1 inspector, 1 fitter",INSP,3,
40000272,100-FV-101,PM02,2024-03-27,2024-04-20,2024-04-22,2024-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-101 control valve on crude charge line. Verified valve response and signal accuracy. Valve passing within specified parameters. No leaks or mechanical issues found.,2.4,1.9,1 instrument tech,INST,3,
40000273,100-E-102,PM02,2024-03-28,2024-04-19,2024-04-20,2024-04-19,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude preheat exchanger E-102. No abnormalities detected. Lubrication system functioning within normal parameters. Equipment operating as expected with no signs of fast fouling.,4.4,4.9,"1 inspector, 1 fitter",INSP,3,
40000274,100-D-102,PM02,2024-03-29,2024-04-18,2024-04-19,2024-04-20,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed. No leaks or contamination found. Lubricant condition verified as within acceptable limits. Equipment operating normally.,5.4,5.8,"1 inspector, 1 fitter",INSP,3,
40000275,100-E-104,PM02,2024-03-29,2024-04-21,2024-04-22,2024-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/diesel pumparound preheat exchanger #4. Noted slow fouling signs on heat transfer surfaces. No leaks or mechanical damage detected. Equipment operating within normal parameters at time of inspection.,7.1,7.7,"1 inspector, 1 fitter",INSP,3,
40000276,100-E-111,PM02,2024-03-29,2024-04-19,2024-04-20,2024-04-21,CLSD,EXT INSP LUBE CONDITION,"External inspection of lube condition completed on Diesel product / BFW exchanger (E-111). No abnormalities found, lubrication system operating within normal parameters. Equipment confirmed healthy and fully functional.",6.0,6.1,"1 inspector, 1 fitter",INSP,4,
40000277,100-E-105,PM02,2024-03-30,2024-04-22,2024-04-24,2024-04-24,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on exchanger E-105. No abnormalities found. Equipment operating within normal parameters. No further action required at this time.,6.5,5.2,"1 inspector, 1 fitter",INSP,3,
40000278,100-D-104,PM02,2024-03-31,2024-04-20,2024-04-22,2024-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on residue flash drum D-104. No leaks or abnormalities found. Lubrication condition verified as healthy. Equipment operating within normal parameters.,7.1,6.4,"1 inspector, 1 fitter",INSP,3,
40000279,100-FV-102,PM02,2024-03-31,2024-04-21,2024-04-22,2024-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-102 stripping steam flow control valve per PM schedule. Verified valve response and signal accuracy. No leaks or faults detected. Valve operating within specified parameters.,2.6,2.2,1 instrument tech,INST,4,
40000280,100-FV-103,PM02,2024-03-31,2024-04-22,2024-04-24,2024-04-23,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-103 control valve on naphtha pumparound system. Verified valve response and adjusted setpoints to meet operational parameters. No leaks or faults detected during calibration. Equipment returned to service in stable condition.,2.8,2.2,1 instrument tech,INST,3,
40000281,100-H-101,PM02,2024-03-31,2024-04-21,2024-04-23,2024-04-22,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube system on crude fired heater H-101. Checked for leaks, contamination, and oil level. No abnormalities found; lubrication system operating within normal parameters. Equipment condition healthy at time of inspection.",5.4,5.3,"1 inspector, 1 fitter",INSP,3,
40000282,100-D-101,PM02,2024-04-01,2024-04-17,2024-04-18,2024-04-19,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of overhead reflux drum D-101. Checked lube condition on service overhead accumulator. No abnormalities found, equipment healthy and operational.",5.6,4.3,"1 inspector, 1 fitter",INSP,3,
40000283,100-E-107,PM02,2024-04-02,2024-04-24,2024-04-25,2024-04-26,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on overhead naphtha condenser E-107. Noted slow fouling trend affecting heat transfer efficiency. No immediate action required; continue monitoring during routine maintenance.,6.1,6.5,"1 inspector, 1 fitter",INSP,3,
40000284,100-E-103,PM02,2024-04-03,2024-04-20,2024-04-21,2024-04-20,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/kerosene pumparound preheat exchanger #3. No leaks or abnormalities detected. Lubrication levels within acceptable range. Equipment operating normally.,5.9,5.9,"1 inspector, 1 fitter",INSP,4,
40000285,100-C-101,PM02,2024-04-06,2024-04-16,2024-04-17,2024-04-17,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on atmospheric distillation column C-101. No leaks or contamination detected. Lubricant condition within acceptable parameters. Equipment operating normally.,5.6,5.8,"1 inspector, 1 fitter",INSP,4,
40000286,100-E-101,PM02,2024-04-08,2024-04-18,2024-04-20,2024-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger E-101. No leaks or contamination observed. Lubrication system intact and functioning within normal parameters. Equipment operating without abnormal noise or vibration.,7.0,8.6,"1 inspector, 1 fitter",INSP,3,
40000287,100-E-112,PM02,2024-04-08,2024-04-20,2024-04-22,2024-04-22,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed on residue rundown cooler E-112. No leaks or contamination found. Lubricant condition verified as within acceptable limits. Equipment operating normally.,4.3,4.8,"1 inspector, 1 fitter",INSP,3,
40000288,100-E-108,PM02,2024-04-10,2024-04-25,2024-04-27,2024-04-28,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lubrication system on overhead trim condenser E-108. Verified oil levels and checked for leaks. No abnormalities found, lubrication condition healthy. Equipment operating within normal parameters.",5.1,4.8,"1 inspector, 1 fitter",INSP,3,
40000289,100-P-106A,PM02,2024-04-11,2024-05-05,2024-05-07,2024-05-08,CLSD,VIB CHECK LUBE SEAL INSP,Completed vibration check and lubrication of seals on Diesel product pump A (P-106A). Inspected all components; no abnormalities found. Equipment operating within normal parameters.,4.1,4.2,"1 fitter, 1 inspector",MECH,4,
40000290,100-E-106,PM02,2024-04-13,2024-04-23,2024-04-24,2024-04-23,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude preheat exchanger E-106. No abnormalities detected. Equipment operating within normal parameters. No further action required.,4.2,4.4,"1 inspector, 1 fitter",INSP,4,
40000291,100-P-104A,PM02,2024-04-13,2024-05-03,2024-05-04,2024-05-03,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of atmospheric residue bottoms pump P-104A. Seal showed normal vibration levels, no abnormalities detected. Equipment operating within healthy parameters.",3.8,3.9,"1 fitter, 1 inspector",MECH,3,
40000292,100-P-101B,PM02,2024-04-14,2024-05-01,2024-05-03,2024-05-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on pump P-101B. Inspected lube seal for wear and leaks. No abnormalities found; equipment operating within normal parameters.,3.2,3.4,"1 fitter, 1 inspector",MECH,4,
40000293,100-P-103B,PM02,2024-04-14,2024-05-03,2024-05-04,2024-05-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump B (P-103B). Lubrication of seal verified and found within normal parameters. No abnormalities detected during inspection. Equipment operating healthy and within service specifications.,3.6,4.5,"1 fitter, 1 inspector",MECH,3,
40000294,100-E-109,PM02,2024-04-15,2024-04-26,2024-04-28,2024-04-27,CLSD,EXT INSP LUBE CONDITION,"Inspected external surfaces of E-109 for fouling and corrosion. Lube condition checked, no contamination found. Minor deposits removed, equipment operating within normal parameters. No abnormalities detected during inspection.",5.0,4.1,"1 inspector, 1 fitter",INSP,4,
40000295,100-P-105B,PM02,2024-04-15,2024-05-05,2024-05-07,2024-05-07,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Naphtha product pump B during naphtha rundown. No abnormalities detected, seal condition healthy. Equipment operating within normal parameters.",3.0,3.0,"1 fitter, 1 inspector",MECH,3,
40000296,100-P-106B,PM02,2024-04-19,2024-05-06,2024-05-08,2024-05-07,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on diesel product pump B (P-106B). No abnormalities detected, equipment running healthy. All parameters within normal limits.",3.9,4.9,"1 fitter, 1 inspector",MECH,4,
40000297,100-P-102B,PM02,2024-04-22,2024-05-02,2024-05-03,2024-05-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on pump P-102B. Lubrication and seal inspection completed. No abnormalities detected. Equipment operating within normal parameters.,3.2,3.6,"1 fitter, 1 inspector",MECH,3,
40000298,100-P-104B,PM02,2024-04-23,2024-05-04,2024-05-05,2024-05-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of atmospheric residue bottoms pump B (P-104B). Seal condition within normal parameters, no abnormalities detected. Equipment operating healthy at time of inspection.",4.6,4.4,"1 fitter, 1 inspector",MECH,4,
40000299,100-P-103A,PM02,2024-07-10,2024-08-02,2024-08-04,2024-08-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication and seal condition. No abnormalities detected. Equipment operating within normal parameters.,3.9,3.7,"1 fitter, 1 inspector",MECH,4,
40000300,100-P-101A,PM02,2024-07-11,2024-07-28,2024-07-30,2024-07-30,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and mounting integrity. No abnormal vibration detected. Equipment operating within normal parameters.,5.0,4.8,"1 fitter, 1 inspector",MECH,4,
40000301,100-P-105A,PM02,2024-07-12,2024-08-04,2024-08-05,2024-08-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed no signs of leakage or wear. Equipment operated within normal parameters throughout service.,5.0,5.0,"1 fitter, 1 inspector",MECH,3,
40000302,100-P-102A,PM02,2024-07-20,2024-08-01,2024-08-03,2024-08-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal for leaks on Desalter water pump A (P-102A). No abnormalities found during inspection. Seal condition verified as satisfactory.,4.5,4.1,"1 fitter, 1 inspector",MECH,4,
40000303,100-P-101A,PM01,2024-08-02,2024-08-22,2024-08-25,2024-08-26,CLSD,REPL BRG DE COUPLE,"Detected high vibration levels on crude charge pump A prior to maintenance. Replaced bearing on the coupling as planned. Vibration readings dropped significantly after replacement, confirming successful repair.",9.8,9.3,"2 fitters, 1 millwright",MECH,2,
40000304,100-E-101,PM01,2024-09-04,2024-09-16,2024-09-17,2024-09-16,CLSD,CLEAN BUNDLE REPL GASKET,Cleaned bundle on both shell and tube sides due to fast fouling. Replaced gasket to ensure proper sealing. Equipment returned to service without issues.,16.7,18.1,"2 fitters, 1 inspector, 1 crane op",MECH,1,
40000305,100-P-102A,PM01,2024-09-12,2024-10-03,2024-10-05,2024-10-05,CLSD,REPL MECH SEAL,"Seal leakage observed on desalter water pump A (P-102A) prior to replacement. Seal pot level was low, indicating loss of sealing fluid. Mechanical seal was replaced successfully, restoring proper seal integrity. Pump tested and returned to service without further leaks.",6.4,7.6,2 fitters,MECH,2,
40000306,100-E-106,PM01,2024-10-25,2024-11-04,2024-11-07,2024-11-06,CLSD,CLEAN BUNDLE REPL GASKET,Cleaned bundle on both shell and tube side due to fast fouling observed. Replaced gasket to ensure proper sealing. Equipment returned to service without issues.,17.1,20.5,"2 fitters, 1 inspector, 1 crane op",MECH,1,
40000307,100-E-102,PM01,2024-12-30,2025-01-20,2025-01-23,2025-01-23,CLSD,CLEAN BUNDLE REPL GASKET,Performed cleaning of bundle on both shell and tube sides due to fast fouling. Replaced gasket to ensure proper sealing. Equipment returned to service.,13.6,10.9,"2 fitters, 1 inspector, 1 crane op",MECH,1,
40000308,100-P-101A,PM02,2025-01-09,2025-01-28,2025-01-30,2025-01-30,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and lubrication system. No abnormal vibration detected. Equipment operating within normal parameters.,4.6,5.6,"1 fitter, 1 inspector",MECH,3,
40000309,100-P-105A,PM02,2025-01-11,2025-02-04,2025-02-06,2025-02-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed no signs of leakage or wear. Equipment operating within normal parameters.,4.2,3.4,"1 fitter, 1 inspector",MECH,3,
40000310,100-P-104B,PM02,2025-01-13,2025-02-04,2025-02-06,2025-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on atmospheric residue bottoms pump B (P-104B). No abnormalities detected. Equipment operating within normal parameters. Maintenance completed as scheduled.,3.9,3.7,"1 fitter, 1 inspector",MECH,4,
40000311,100-P-103A,PM02,2025-01-14,2025-02-02,2025-02-04,2025-02-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication and mechanical seal condition. No abnormalities detected. Equipment operating within normal parameters.,4.6,5.2,"1 fitter, 1 inspector",MECH,4,
40000312,100-P-104A,PM02,2025-01-14,2025-02-03,2025-02-04,2025-02-05,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Atmospheric residue bottoms pump A (P-104A). No abnormalities detected, seal condition healthy. Equipment operating within normal parameters.",5.0,5.0,"1 fitter, 1 inspector",MECH,3,
40000313,100-P-101B,PM02,2025-01-15,2025-02-01,2025-02-02,2025-02-01,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on crude charge pump B (P-101B). No abnormalities detected. Equipment operating within normal parameters.,4.9,3.9,"1 fitter, 1 inspector",MECH,3,
40000314,100-P-105B,PM02,2025-01-16,2025-02-05,2025-02-07,2025-02-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and lubrication seal inspection on Naphtha product pump B (P-105B) during naphtha rundown. No abnormalities detected, equipment operating within normal parameters. All inspection points verified and documented.",3.8,4.0,"1 fitter, 1 inspector",MECH,3,
40000315,100-P-103B,PM02,2025-01-18,2025-02-03,2025-02-04,2025-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump B (P-103B). Lubricated seal as per maintenance schedule. Inspected seal condition; found no abnormalities. Equipment operating within normal parameters.,3.8,4.5,"1 fitter, 1 inspector",MECH,3,
40000316,100-P-102B,PM02,2025-01-19,2025-02-02,2025-02-04,2025-02-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of desalter water pump B (P-102B). No abnormalities detected. Seal condition healthy and within operational limits. Equipment returned to service without issues.,4.0,3.9,"1 fitter, 1 inspector",MECH,3,
40000317,100-P-102A,PM02,2025-01-20,2025-02-01,2025-02-02,2025-02-01,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Desalter water pump A (P-102A). No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters.,3.3,3.6,"1 fitter, 1 inspector",MECH,4,
40000318,100-P-106B,PM02,2025-01-20,2025-02-06,2025-02-08,2025-02-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on diesel product pump B (P-106B). No abnormalities detected. Equipment operating within normal parameters. Job completed as scheduled.,4.2,3.6,"1 fitter, 1 inspector",MECH,4,
40000319,100-P-106A,PM02,2025-01-23,2025-02-05,2025-02-07,2025-02-08,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on diesel product pump A (P-106A). Inspected lube seal for wear and leakage. No abnormalities found, equipment operating within normal parameters.",4.0,3.9,"1 fitter, 1 inspector",MECH,3,
40000320,100-LV-101,PM02,2025-02-17,2025-03-07,2025-03-08,2025-03-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated LV-101 for overhead accumulator level control. Verified valve response and adjusted setpoints to maintain stable level. Confirmed proper operation with no leaks or faults detected.,2.4,2.8,1 instrument tech,INST,3,
40000321,100-P-103A,PM01,2025-02-18,2025-03-12,2025-03-13,2025-03-13,CLSD,REPL BRG DE COUPLE,"High vibration detected on overhead reflux pump A before intervention. Replaced bearing on decoupler as planned. Vibration readings dropped significantly after replacement, confirming successful repair. Equipment operating within normal parameters post-maintenance.",13.4,15.1,"2 fitters, 1 millwright",MECH,1,
40000322,100-LV-102,PM02,2025-02-19,2025-03-08,2025-03-09,2025-03-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated column bottoms level control valve LV-102 to ensure accurate level regulation. Verified valve response and adjusted settings for optimal performance. No issues detected during calibration.,3.4,4.2,1 instrument tech,INST,3,
40000323,100-PV-102,PM02,2025-02-24,2025-03-12,2025-03-13,2025-03-12,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 as scheduled. Verified setpoints and adjusted actuator for optimal response. Valve operated within specified parameters during testing. No leaks or faults detected.,3.1,3.8,1 instrument tech,INST,4,
40000324,100-PV-101,PM02,2025-02-26,2025-03-11,2025-03-12,2025-03-13,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 as per schedule. Verified setpoints and response times within acceptable limits. No leaks or mechanical issues detected during calibration. Equipment confirmed healthy and operational.,3.0,2.8,1 instrument tech,INST,4,
40000325,100-TV-101,PM02,2025-03-02,2025-03-15,2025-03-16,2025-03-17,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as required. Confirmed stable operation within specified parameters.,2.5,2.2,1 instrument tech,INST,3,
40000326,100-V-101,PM02,2025-03-23,2025-04-10,2025-04-12,2025-04-13,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube system on Electrostatic desalter V-101. Checked for leaks, contamination, and oil level. No abnormalities found, lubrication condition satisfactory. Equipment ready for continued service.",4.2,3.6,"1 inspector, 1 fitter",INSP,4,
40000327,100-E-101,PM02,2025-03-26,2025-04-18,2025-04-19,2025-04-20,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude preheat exchanger E-101. No abnormalities or leaks detected. Equipment operating within normal parameters.,4.8,3.9,"1 inspector, 1 fitter",INSP,3,
40000328,100-D-101,PM02,2025-03-27,2025-04-17,2025-04-19,2025-04-19,CLSD,EXT INSP LUBE CONDITION,"External inspection of overhead reflux drum D-101 completed. Lube condition verified, no abnormalities found. Equipment operating within normal parameters. No leaks or wear detected during inspection.",4.8,5.8,"1 inspector, 1 fitter",INSP,3,
40000329,100-C-101,PM02,2025-03-28,2025-04-16,2025-04-17,2025-04-16,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed. No leaks or contamination found. Lubrication condition within normal parameters. Equipment operating normally.,4.9,5.6,"1 inspector, 1 fitter",INSP,4,
40000330,100-E-104,PM02,2025-03-29,2025-04-21,2025-04-23,2025-04-24,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on crude/diesel pumparound preheat exchanger #4 (E-104). Observed slow fouling affecting heat transfer efficiency. Lubrication condition found within acceptable limits. No abnormalities detected during inspection.,5.0,6.1,"1 inspector, 1 fitter",INSP,3,
40000331,100-FV-102,PM02,2025-03-29,2025-04-21,2025-04-22,2025-04-23,CLSD,CALIBRATE CONTROL VALVE,Calibrated stripping steam flow control valve FV-102 as scheduled. Verified valve response and signal accuracy within specified parameters. No abnormalities detected during calibration process. Equipment confirmed healthy and operational.,2.1,2.2,1 instrument tech,INST,3,
40000332,100-E-102,PM02,2025-03-30,2025-04-19,2025-04-21,2025-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on E-102. Noted signs of fast fouling on heat exchange surfaces. Cleaned accessible areas and verified no leaks or damage. Equipment returned to service without issues.,4.6,5.1,"1 inspector, 1 fitter",INSP,3,
40000333,100-E-105,PM02,2025-04-01,2025-04-22,2025-04-24,2025-04-25,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on exchanger E-105. Noted slow fouling signs on heat transfer surfaces. No immediate action required; monitoring to continue. Equipment operating within normal parameters.,6.4,7.8,"1 inspector, 1 fitter",INSP,3,
40000334,100-E-106,PM02,2025-04-01,2025-04-23,2025-04-24,2025-04-25,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger E-106. No leaks or contamination observed. Lubrication system functioning within normal parameters. Equipment operating as expected with no abnormalities detected.,6.0,7.1,"1 inspector, 1 fitter",INSP,4,
40000335,100-FV-101,PM02,2025-04-01,2025-04-20,2025-04-22,2025-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated crude charge flow control valve FV-101. Verified valve response and signal accuracy. Adjusted setpoints to meet operational parameters. Valve passing and functioning within specifications.,3.5,2.7,1 instrument tech,INST,4,
40000336,100-E-112,PM02,2025-04-03,2025-04-20,2025-04-21,2025-04-22,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed on residue rundown cooler E-112. No leaks or contamination found. Lubricant condition verified as healthy. Equipment operating within normal parameters.,4.7,5.7,"1 inspector, 1 fitter",INSP,4,
40000337,100-D-104,PM02,2025-04-04,2025-04-20,2025-04-22,2025-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on residue flash drum D-104. No leaks or abnormalities found. Lubrication condition within normal parameters. Equipment operating healthy at time of inspection.,5.2,5.4,"1 inspector, 1 fitter",INSP,3,
40000338,100-E-109,PM02,2025-04-04,2025-04-26,2025-04-28,2025-04-27,CLSD,EXT INSP LUBE CONDITION,"External inspection of lube condition completed on E-109. Minor fouling observed, cleaned during inspection. No leaks or abnormalities detected. Equipment operating within normal parameters.",6.6,5.1,"1 inspector, 1 fitter",INSP,3,
40000339,100-E-110,PM02,2025-04-05,2025-04-18,2025-04-19,2025-04-18,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper reboiler E-110. Noted moderate wall loss on lower shell section. Lubrication system checked and found in good condition. No leaks or abnormalities detected during inspection.,6.3,6.9,"1 inspector, 1 fitter",INSP,3,
