insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2024-0417,101-P-003A,2024-10-15,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2024-10-15. Vibration reading recorded at 4.78 mm/s. Inspection conducted in accordance with work order for vibration check and lubrication seal inspection. No visible abnormalities observed on external components during inspection.,,,4.79,MEDIUM,Increase monitoring frequency,2025-01-14
INS-2024-0418,101-P-005B,2024-10-15,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2024-10-15 during naphtha rundown service. Vibration level recorded at 3.09 mm/s. Visual inspection showed no signs of abnormal wear or damage. Lubrication seal condition appeared intact during the check.,,,0.57,LOW,No action,2025-01-14
INS-2024-0419,101-P-006A,2024-10-15,VIBRATION,Diesel product pump A (P-106A) vibration measurement recorded at 2.03 mm/s during diesel rundown service on 2024-10-15. Vibration levels are within expected range. Previous work order involved vibration check and lubrication seal inspection.,,,2.37,LOW,No action,2025-01-14
INS-2024-0420,101-P-003B,2024-10-16,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2024-10-16. Vibration level recorded was 2.17 mm/s. No abnormal noise or visible signs of distress were observed during the inspection. The pump was operating under normal conditions at the time of measurement.,,,0.55,LOW,No action,2025-01-15
INS-2024-0421,101-P-004A,2024-10-16,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2024-10-16. The vibration reading recorded was 2.29 mm/s. The pump is in column bottoms service as per drawing 101-P-004A. The most recent work order referenced a vibration check and lubrication seal inspection.,,,2.52,LOW,No action,2025-01-15
INS-2024-0422,101-P-006B,2024-10-16,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2024-10-16 during diesel rundown service. Vibration reading recorded at 3.36 mm/s. The equipment showed stable operation with no abnormal vibration levels detected. Previous work order involved vibration check and lube seal inspection.,,,,LOW,No action,2025-01-15
INS-2024-0423,101-P-001A,2024-10-27,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2024-10-27. The vibration reading recorded was 2.73 mm/s. The pump is in crude charge service to the heater. The most recent maintenance activity involved replacement of the bearing and coupling.,,,2.49,LOW,No action,2025-01-26
INS-2025-0424,101-P-001B,2025-01-13,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2025-01-13. Vibration level recorded at 2.79 mm/s. Equipment observed operating within normal parameters. No abnormal noise or movement detected during inspection.,,,2.12,LOW,No action,2025-04-14
INS-2025-0425,101-P-002A,2025-01-13,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2025-01-13. Vibration reading recorded at 1.77 mm/s. Recent work order indicates mechanical seal replacement. No visible leaks observed at the seal area during inspection.,,,0.53,LOW,No action,2025-04-14
INS-2025-0426,101-P-004B,2025-01-13,VIBRATION,"On 2025-01-13, the atmospheric residue bottoms pump B (P-104B) was inspected for vibration. The measured vibration level was 2.91 mm/s. The inspection was conducted in relation to the lube seal. No abnormal vibration was observed during the assessment.",,,2.33,LOW,No action,2025-04-14
INS-2025-0427,101-P-005A,2025-01-13,VIBRATION,Naphtha product pump A (P-105A) operating in naphtha rundown service was inspected for vibration on 2025-01-13. Vibration reading recorded at 2.81 mm/s. Work order indicates recent vibration check and lubrication seal inspection. No visible abnormalities observed during inspection.,,,0.57,LOW,No action,2025-04-14
INS-2025-0428,101-P-002B,2025-01-14,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2025-01-14. The vibration level measured was 1.82 mm/s. The pump is in service for desalter wash water. The most recent work order involved a vibration check and lubrication seal inspection.,,,2.52,LOW,No action,2025-04-15
INS-2025-0429,101-P-003A,2025-01-14,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2025-01-14. Vibration level recorded at 6.48 mm/s. Inspection included lubrication seal check as per recent work order. No abnormalities visually observed on pump housing or mounting.,,,6.56,HIGH,Replace bearings,2025-04-15
INS-2025-0430,101-P-005B,2025-01-14,VIBRATION,Naphtha product pump B (P-105B) vibration inspection conducted on 2025-01-14 showed a vibration level of 2.13 mm/s. The equipment was operating in naphtha rundown service at the time of measurement. No abnormal vibration patterns were observed during the inspection. The previous work order indicated a vibration check and lubrication seal inspection.,,,0.56,LOW,No action,2025-04-15
INS-2025-0431,101-P-006A,2025-01-14,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2025-01-14. Vibration level recorded at 3.13 mm/s. Visual inspection of the lube seal area showed no signs of leakage or damage. Equipment appeared to be operating within normal parameters during the inspection.,,,2.44,LOW,No action,2025-04-15
INS-2025-0432,101-P-003B,2025-01-15,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2025-01-15. Vibration velocity measured 2.51 mm/s. Equipment appeared to be operating within expected parameters during the inspection. Previous work order noted lubrication seal inspection.,,,0.53,LOW,No action,2025-04-16
INS-2025-0433,101-P-004A,2025-01-15,VIBRATION,The atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2025-01-15. The vibration reading recorded was 2.75 mm/s. The pump is operating in column bottoms service. The most recent work order involved a vibration check and lubrication seal inspection.,,,2.43,LOW,No action,2025-04-16
INS-2025-0434,101-P-006B,2025-01-15,VIBRATION,Diesel product pump B (P-106B) vibration measurement recorded at 2.43 mm/s during diesel rundown service on 2025-01-15. Vibration levels are within expected operational range. No abnormal noise or movement observed at the time of inspection. Equipment appeared stable with no visible signs of distress.,,,0.57,LOW,No action,2025-04-16
INS-2025-0435,101-P-001A,2025-01-26,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2025-01-26. Vibration level recorded at 2.49 mm/s. Equipment is in crude charge to heater service. Previous work order indicates bearing replacement on decoupler.,,,2.5,LOW,No action,2025-04-27
INS-2025-0436,101-P-001B,2025-04-14,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2025-04-14. Vibration level measured at 2.91 mm/s. No abnormalities observed during the inspection.,,,2.43,LOW,No action,2025-07-14
INS-2025-0437,101-P-002A,2025-04-14,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2025-04-14. The vibration reading recorded was 2.94 mm/s. The inspection was conducted as part of a vibration check on the lube seal. No visible abnormalities were noted on external components during the inspection.,,,0.56,LOW,No action,2025-07-14
INS-2025-0438,101-P-004B,2025-04-14,VIBRATION,"On 2025-04-14, vibration measurement for atmospheric residue bottoms pump B (P-104B) in column bottoms service was recorded at 1.75 mm/s. The pump showed stable vibration levels consistent with normal operating conditions. No abnormal vibration patterns were observed during the inspection.",,,2.45,LOW,No action,2025-07-14
INS-2025-0439,101-P-005A,2025-04-14,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2025-04-14. Vibration reading recorded at 2.2 mm/s. The pump is in naphtha rundown service. Previous work order referenced vibration check and lubrication seal inspection.,,,0.49,LOW,No action,2025-07-14
INS-2025-0440,101-P-002B,2025-04-15,VIBRATION,Desalter water pump B (P-102B) vibration measurement recorded at 3.27 mm/s on 2025-04-15. Inspection focused on vibration levels during operation in desalter wash water service. No abnormal vibration detected relative to baseline parameters. Equipment condition appears stable based on current vibration data.,,,2.63,LOW,No action,2025-07-15
INS-2025-0441,101-P-003A,2025-04-15,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2025-04-15. The vibration reading recorded was 1.96 mm/s. The pump is in service for column overhead reflux. Previous maintenance included replacement of the bearing and decoupling components as per the latest work order.,,,2.16,LOW,No action,2025-07-15
INS-2025-0442,101-P-005B,2025-04-15,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2025-04-15 during naphtha rundown service. Vibration level recorded at 2.43 mm/s. No abnormal noise or visible damage observed on the pump casing or bearings. Equipment appeared to be operating within normal vibration parameters.,,,2.4,LOW,No action,2025-07-15
INS-2025-0443,101-P-006A,2025-04-15,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2025-04-15. The vibration reading recorded was 1.7 mm/s. The equipment was observed in diesel rundown service condition. No abnormal vibration levels were detected during the inspection.,,,0.54,LOW,No action,2025-07-15
INS-2025-0444,101-P-003B,2025-04-16,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2025-04-16. Vibration level recorded at 3.18 mm/s. No abnormal noise or visual signs of distress observed during inspection. Equipment appeared to be operating within expected parameters.,,,0.54,LOW,No action,2025-07-16
INS-2025-0445,101-P-004A,2025-04-16,VIBRATION,Atmospheric residue bottoms pump A (P-104A) vibration measured at 2.08 mm/s during inspection on 2025-04-16. Equipment operating within expected parameters for column bottoms service. Vibration levels consistent with previous lubrication seal inspection. No abnormal vibration detected at time of inspection.,,,0.51,LOW,No action,2025-07-16
INS-2025-0446,101-P-006B,2025-04-16,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2025-04-16. Vibration measurement recorded at 3.01 mm/s. No abnormal noise or visual defects observed during inspection. Equipment operating within expected parameters for diesel rundown service.,,,2.42,LOW,No action,2025-07-16
INS-2025-0447,101-P-001A,2025-04-27,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2025-04-27. The vibration reading recorded was 2.43 mm/s. The inspection was conducted in relation to the lube seal check as per the recent work order. No abnormal noise or visible defects were observed during the inspection.,,,0.53,LOW,No action,2025-07-27
INS-2025-0448,101-C-001,2025-05-09,UT_THICKNESS,The atmospheric distillation column C-101 was inspected using ultrasonic thickness measurement on 2025-05-09. The minimum wall thickness recorded was 13.92 mm. No anomalies or deviations from expected thickness values were observed during the inspection. The equipment is in crude fractionation service as per drawing 101-C-001.,,13.92,,LOW,No action,2026-05-09
INS-2025-0449,101-D-001,2025-05-10,UT_THICKNESS,The overhead reflux drum (D-101) was inspected using ultrasonic thickness measurement on 2025-05-10. The minimum recorded wall thickness was 11.8 mm. The equipment is in the overhead accumulator service as per drawing 101-D-001. No anomalies were detected during the inspection.,,11.8,,LOW,No action,2026-05-10
INS-2025-0450,101-E-001,2025-05-11,UT_THICKNESS,The crude/atmospheric residue preheat exchanger #1 (E-101) was inspected using ultrasonic thickness measurement on 2025-05-11. The minimum wall thickness recorded at the hot end was 6.27 mm. No visible external damage or corrosion was observed on the exchanger surface. The thickness readings indicate localized thinning compared to original design specifications.,,6.27,,LOW,No action,2026-05-11
INS-2025-0451,101-E-010,2025-05-11,UT_THICKNESS,Ultrasonic thickness measurements were taken on the kerosene stripper reboiler (E-110) on 2025-05-11. The minimum wall thickness recorded was 4.61 mm. The inspection focused on the kerosene reboil service section of the equipment. No visible external damage or corrosion was observed during the examination.,,4.61,,HIGH,Replace bundle at TA-2027,2026-05-11
INS-2025-0452,101-V-001,2025-05-11,UT_THICKNESS,Ultrasonic thickness inspection performed on Electrostatic Desalter V-101 on 2025-05-11 revealed a minimum wall thickness of 9.18 mm. The inspection focused on the vessel shell as per drawing 101-V-001. No anomalies or deviations from expected thickness were recorded during this assessment.,,9.18,,MEDIUM,Repair / overlay at TA-2027,2026-05-11
INS-2025-0453,103-D-012,2025-05-11,UT_THICKNESS,Ultrasonic thickness measurement was performed on the kerosene stripper (D-102) on 2025-05-11. The minimum wall thickness recorded was 11.88 mm. No anomalies or deviations from expected thickness values were observed during the inspection.,,11.88,,LOW,No action,2026-05-11
INS-2025-0454,101-D-003,2025-05-12,UT_THICKNESS,Ultrasonic thickness measurement performed on Diesel Stripper D-103 (drawing 101-D-003) on 2025-05-12 indicates a minimum wall thickness of 11.82 mm. Equipment is in diesel stripping service. Recent external inspection focused on lube condition.,,11.82,,LOW,No action,2026-05-12
INS-2025-0455,101-E-002,2025-05-12,UT_THICKNESS,Ultrasonic thickness inspection performed on crude/atmospheric residue preheat exchanger #2 (E-102) on 2025-05-12. Minimum wall thickness recorded was 6.29 mm. Equipment is in crude preheat service. No additional anomalies observed during inspection.,,6.29,,LOW,No action,2026-05-12
INS-2025-0456,101-E-011,2025-05-12,UT_THICKNESS,"The Diesel product / BFW exchanger (E-111, drawing 101-E-011) was inspected on 2025-05-12 using ultrasonic thickness measurement. The minimum wall thickness recorded was 6.21 mm. The exchanger is in service for diesel product cooling. The inspection followed the most recent work order titled EXT INSP LUBE CONDITION.",,6.21,,LOW,No action,2026-05-12
INS-2025-0457,101-D-004,2025-05-13,UT_THICKNESS,"The residue flash drum (D-104, drawing 101-D-004) was inspected using ultrasonic thickness measurement on 2025-05-13. The minimum wall thickness recorded was 11.88 mm. No visible signs of corrosion or damage were observed on the external surface during the inspection. The equipment remains in residue flash service.",,11.88,,LOW,No action,2026-05-13
INS-2025-0458,101-E-003,2025-05-13,UT_THICKNESS,Ultrasonic thickness measurement performed on Crude/kerosene pumparound preheat exchanger #3 (E-103) on 2025-05-13 indicates a minimum wall thickness of 6.19 mm. The exchanger is operating in crude preheat and kerosene pumparound service. No visible external damage or abnormalities were observed during the inspection. The measurement suggests the presence of slow fouling affecting the heat transfer surfaces.,,6.19,,LOW,No action,2026-05-13
INS-2025-0459,101-E-012,2025-05-13,UT_THICKNESS,"The residue rundown cooler (E-112, drawing 101-E-012) in atmospheric residue rundown service was inspected using ultrasonic thickness (UT) on 2025-05-13. The minimum wall thickness recorded was 6.24 mm. The inspection was conducted following the external inspection of lube condition as per the most recent work order.",,6.24,,LOW,No action,2026-05-13
INS-2025-0460,101-E-004,2025-05-14,UT_THICKNESS,Ultrasonic thickness measurement was performed on crude/diesel pumparound preheat exchanger #4 (E-104) on 2025-05-14. The minimum wall thickness recorded was 6.26 mm. No visible external damage or corrosion was observed on the exchanger shell during inspection. The equipment is currently in crude preheat and diesel pumparound service.,,6.26,,LOW,No action,2026-05-14
INS-2025-0461,101-H-001,2025-05-14,UT_THICKNESS,"Ultrasonic thickness measurement performed on crude fired heater H-101, drawing 101-H-001, on 2025-05-14. Minimum wall thickness recorded at 6.42 mm. Equipment is in crude charge heating service. No anomalies observed during inspection.",,6.42,,LOW,No action,2026-05-14
INS-2025-0462,101-E-015,2025-05-15,UT_THICKNESS,"Ultrasonic thickness inspection performed on May 15, 2025, on crude/AGO product preheat exchanger #5 (E-105) revealed a minimum wall thickness of 6.11 mm. The inspection was conducted on the exchanger shell and tubes as per drawing 101-E-015. No anomalies or defects were visually observed during the external inspection. The equipment is currently in crude preheat and AGO service.",,6.11,,LOW,No action,2026-05-15
INS-2025-0463,101-E-006,2025-05-16,UT_THICKNESS,Ultrasonic thickness measurement performed on crude/atmospheric residue preheat exchanger #6 (E-106) cold end on 2025-05-16 indicated a minimum wall thickness of 6.15 mm. No visible external damage or corrosion was observed on the exchanger shell or tubesheet during the inspection. The equipment was noted to be in crude preheat service.,,6.15,,LOW,No action,2026-05-16
INS-2025-0464,101-E-007,2025-05-17,UT_THICKNESS,Ultrasonic thickness measurement was performed on the overhead naphtha condenser (E-107) on 2025-05-17. The minimum wall thickness recorded was 6.17 mm. The equipment is in column overhead condensing service. The inspection was conducted following the external inspection of lube condition.,,6.17,,LOW,No action,2026-05-17
INS-2025-0465,101-E-008A,2025-05-18,UT_THICKNESS,The overhead trim condenser (two-bundle) E-108 was inspected using ultrasonic thickness testing on 2025-05-18. The minimum wall thickness recorded was 6.21 mm. No anomalies or deviations from expected thickness values were observed during the inspection.,,6.21,,LOW,No action,2026-05-18
INS-2025-0466,101-E-009,2025-05-19,UT_THICKNESS,Ultrasonic thickness inspection of Naphtha/crude interchanger E-109 (drawing 101-E-009) conducted on 2025-05-19 revealed a minimum wall thickness of 6.15 mm. The equipment is in service for naphtha product and crude. No additional anomalies were observed during the inspection.,,6.15,,LOW,No action,2026-05-19
INS-2025-0467,101-P-001B,2025-07-14,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2025-07-14. Vibration velocity measured 2.98 mm/s. No abnormal noise or movement observed during operation. Equipment is functioning within expected parameters.,,,0.51,LOW,No action,2025-10-13
INS-2025-0468,101-P-002A,2025-07-14,VIBRATION,Desalter water pump A (P-102A) vibration measured at 2.07 mm/s during inspection on 2025-07-14. Vibration levels recorded near the lube seal area. Equipment operating in desalter wash water service as per drawing 101-P-002A. Work order indicates recent vibration check and lube seal inspection.,,,2.33,LOW,No action,2025-10-13
INS-2025-0469,101-P-004B,2025-07-14,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected on 2025-07-14 for vibration levels. The vibration reading recorded was 3.28 mm/s. The inspection was conducted as part of the vibration check and lubrication seal inspection. No abnormal vibration levels were observed.,,,0.53,LOW,No action,2025-10-13
INS-2025-0470,101-P-005A,2025-07-14,VIBRATION,Naphtha product pump A (P-105A) operating in naphtha rundown service exhibited vibration levels measured at 3.22 mm/s on 2025-07-14. The pump has a recent work order for mechanical seal replacement. No visible external leaks or abnormal noise were observed during the inspection.,,,2.41,LOW,No action,2025-10-13
INS-2025-0471,101-P-002B,2025-07-15,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2025-07-15. The vibration reading recorded was 2.32 mm/s. The pump is in desalter wash water service as per drawing 101-P-002B. Previous maintenance included a vibration check and lubrication seal inspection.,,,0.6,LOW,No action,2025-10-14
INS-2025-0472,101-P-003A,2025-07-15,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2025-07-15. The vibration reading recorded was 2.85 mm/s. The pump is in column overhead reflux service as per drawing 101-P-003A. Previous maintenance included bearing replacement and coupling work.,,,2.62,LOW,No action,2025-10-14
INS-2025-0473,101-P-005B,2025-07-15,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2025-07-15 during naphtha rundown service. Vibration level recorded at 2.4 mm/s. No abnormal vibration patterns observed. Equipment appeared stable and operating within expected parameters.,,,0.54,LOW,No action,2025-10-14
INS-2025-0474,101-P-006A,2025-07-15,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2025-07-15. Vibration level recorded at 3.04 mm/s. Equipment is operating within expected parameters for diesel rundown service. No abnormal vibration detected during inspection.,,,2.37,LOW,No action,2025-10-14
INS-2025-0475,101-P-003B,2025-07-16,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2025-07-16. The vibration reading recorded was 3.13 mm/s. The pump is in service for column overhead reflux. Previous work order involved vibration check and lubrication seal inspection.,,,0.52,LOW,No action,2025-10-15
INS-2025-0476,101-P-004A,2025-07-16,VIBRATION,Atmospheric residue bottoms pump A (P-104A) vibration measured at 1.85 mm/s during inspection on 2025-07-16. Vibration levels are within expected parameters for column bottoms service. No abnormal noise or movement observed at the pump or motor bearings. Lubrication seal condition checked as per recent work order.,,,2.52,LOW,No action,2025-10-15
INS-2025-0477,101-P-006B,2025-07-16,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2025-07-16 during diesel rundown service. Vibration measurement recorded at 2.75 mm/s. No abnormal noise or visible mechanical issues observed at the time of inspection. The pump casing and mounting appeared intact with no signs of looseness.,,,0.55,LOW,No action,2025-10-15
INS-2025-0478,101-P-001A,2025-07-27,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2025-07-27. The vibration reading recorded was 2.7 mm/s. The pump is in service for crude charge to heater as per drawing 101-P-001A. Previous work order involved vibration check and lubrication seal inspection.,,,2.68,LOW,No action,2025-10-26
INS-2025-0479,101-PSV-102,2025-09-10,PSV_TEST,"The pressure safety valve PSV-102, installed on the fired heater tube for heater pass protection, was inspected on 2025-09-10. The PSV pop test was conducted as per work order PSV POP TEST CERT. No abnormalities or leaks were observed during the test. The valve appeared to be in proper working condition with no visible damage or corrosion.",,,,LOW,No action — certified,2027-03-01
INS-2025-0480,101-PSV-103,2025-09-10,PSV_TEST,The desalter pressure safety valve PSV-103 was inspected on 2025-09-10 as part of the PSV test. The valve was found in service for desalter protection. No numeric readings were recorded during the inspection. The valve condition appeared normal with no visible signs of damage or leakage. The most recent work order indicates a PSV pop test certification.,,,,LOW,No action — certified,2027-03-01
INS-2025-0481,101-PSV-104,2025-09-11,PSV_TEST,The pressure safety valve PSV-104 on the reflux drum was inspected on 2025-09-11 as part of the PSV_POP TEST CERT. The valve showed no visible signs of leakage or damage. Functional testing confirmed the valve operated within expected parameters. No abnormalities were detected during the inspection.,,,,LOW,No action — certified,2027-03-01
INS-2025-0482,101-PSV-105,2025-09-12,PSV_TEST,The kerosene stripper pressure safety valve (PSV-105) was inspected on 2025-09-12 as part of the PSV_POP_TEST_CERT work order. The valve was visually examined and found to be in good condition with no signs of leakage or corrosion. No numeric readings were recorded during this inspection. The valve appears to be functioning within normal parameters for kerosene stripper protection service.,,,,LOW,No action — certified,2027-03-01
INS-2025-0483,101-PSV-106,2025-09-13,PSV_TEST,The residue flash drum pressure safety valve (PSV-106) was inspected on 2025-09-13 as part of the PSV_POP TEST CERT. The valve appeared intact with no visible signs of damage or corrosion. No numeric pressure readings were recorded during this inspection. The valve is installed in residue flash protection service.,,,,LOW,No action — certified,2027-03-01
INS-2025-0484,101-PSV-101,2025-09-17,PSV_TEST,The column overhead pressure safety valve (PSV-101) was inspected on 2025-09-17 as part of the PSV test. The valve showed no visible signs of leakage or damage. The valve seat and spring appeared intact and properly seated. No numeric readings were recorded during this inspection. The PSV POP TEST CERT work order was noted as the most recent maintenance activity.,,,,LOW,No action — certified,2027-03-01
INS-2025-0485,101-P-001B,2025-10-13,VIBRATION,Crude charge pump B (P-101B) vibration inspection conducted on 2025-10-13 showed a vibration level of 1.79 mm/s. The equipment is operating within expected parameters during the crude charge to heater service. No abnormal vibration patterns were detected at the time of inspection.,,,0.57,LOW,No action,2026-01-12
INS-2025-0486,101-P-002A,2025-10-13,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2025-10-13. Vibration reading recorded at 3.29 mm/s. Inspection focused on lubrication seal condition as per work order VIB CHECK LUBE SEAL INSP. No visible signs of seal leakage observed during inspection.,,,0.57,LOW,No action,2026-01-12
INS-2025-0487,101-P-004B,2025-10-13,VIBRATION,"On 2025-10-13, the atmospheric residue bottoms pump B (P-104B) was inspected for vibration. The vibration level recorded was 1.85 mm/s. The pump is in column bottoms service. The most recent work order involved a vibration check and lubrication seal inspection.",,,2.45,LOW,No action,2026-01-12
INS-2025-0488,101-P-005A,2025-10-13,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2025-10-13 during naphtha rundown service. Vibration reading recorded at 2.97 mm/s. No visible abnormalities noted on the pump casing or seal area. Previous work order referenced vibration check and lubrication seal inspection.,,,0.54,LOW,No action,2026-01-12
INS-2025-0489,101-P-002B,2025-10-14,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2025-10-14. Vibration reading recorded at 2.14 mm/s. Equipment is operating within expected parameters. No abnormal noise or visual defects observed during inspection.,,,2.37,LOW,No action,2026-01-13
INS-2025-0490,101-P-003A,2025-10-14,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2025-10-14. The vibration reading recorded was 3.15 mm/s. Visual inspection showed no visible signs of mechanical damage or oil leaks around the lube seal area. The pump was operating under normal load conditions during the measurement.,,,0.56,LOW,No action,2026-01-13
INS-2025-0491,101-P-005B,2025-10-14,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2025-10-14 during naphtha rundown service. Vibration amplitude measured 2.14 mm/s. No abnormal vibration levels detected at the time of inspection.,,,,LOW,No action,2026-01-13
INS-2025-0492,101-P-006A,2025-10-14,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2025-10-14. Vibration reading recorded at 3.27 mm/s. No abnormalities observed in the pump casing or mounting during the inspection. The pump was operating under diesel rundown service conditions.,,,0.52,LOW,No action,2026-01-13
INS-2025-0493,101-P-003B,2025-10-15,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2025-10-15. Vibration amplitude measured 1.68 mm/s. The pump was operating in column overhead reflux service at the time of inspection. No abnormal vibration levels were detected.,,,2.37,LOW,No action,2026-01-14
INS-2025-0494,101-P-004A,2025-10-15,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2025-10-15. Vibration measurement recorded at 2.46 mm/s. Equipment operating in column bottoms service. No abnormal vibration levels detected during inspection.,,,0.53,LOW,No action,2026-01-14
INS-2025-0495,101-P-006B,2025-10-15,VIBRATION,Diesel product pump B (P-106B) operating in diesel rundown service was inspected for vibration on 2025-10-15. Vibration reading recorded at 2.63 mm/s. Visual inspection showed no visible abnormalities on the pump casing or mounting. The equipment was running under normal operating conditions during the measurement.,,,2.32,LOW,No action,2026-01-14
INS-2025-0496,101-P-001A,2025-10-26,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2025-10-26. The vibration reading recorded was 4.32 mm/s. The inspection was conducted in relation to the lube seal condition. No visible abnormalities were noted on the pump housing or mounting during the inspection.,,,4.45,MEDIUM,Increase monitoring frequency,2026-01-25
INS-2025-0497,101-C-001,2025-11-07,VISUAL,"The atmospheric distillation column C-101 was visually inspected on 2025-11-07. The external surfaces showed no signs of corrosion, leaks, or mechanical damage. All insulation and cladding were intact and securely fastened. No abnormal conditions were observed in the crude fractionation service area.",,,,LOW,No action,2026-11-07
INS-2025-0498,101-D-001,2025-11-08,VISUAL,"The overhead reflux drum (D-101) was visually inspected on 2025-11-08. The vessel surface showed no signs of corrosion, leaks, or mechanical damage. All external fittings and connections appeared intact and secure. No abnormalities were observed in the overhead accumulator during the inspection.",,,,LOW,No action,2026-11-08
INS-2025-0499,101-E-001,2025-11-09,VISUAL,Visual inspection of crude/atmospheric residue preheat exchanger #1 (E-101) on 2025-11-09 revealed fouling accumulation estimated at 26.9%. The exchanger surfaces exhibited noticeable deposits consistent with fouling in the crude preheat hot end service. No additional abnormalities were observed during the inspection.,26.9,,,HIGH,Clean at TA-2027,2026-11-09
INS-2025-0500,101-E-010,2025-11-09,VISUAL,Visual inspection of the kerosene stripper reboiler (E-110) on 2025-11-09 revealed a fouling percentage of 5.7%. The equipment surface showed moderate fouling deposits consistent with the recorded reading. No visible signs of corrosion or mechanical damage were observed during the inspection.,5.7,,,LOW,Replace bundle at TA-2027,2026-11-09
INS-2025-0501,101-V-001,2025-11-09,VISUAL,Visual inspection of Electrostatic Desalter V-101 revealed localized wall thinning on the interior surface consistent with corrosion. No numeric thickness measurements were taken during this inspection. The external surface showed no signs of mechanical damage or coating failure. No leaks or deposits were observed at the time of inspection.,,,,LOW,Repair / overlay at TA-2027,2026-11-09
INS-2025-0502,103-D-012,2025-11-09,VISUAL,"The kerosene stripper (D-102) was visually inspected on 2025-11-09. The equipment appeared clean with no visible signs of corrosion, leaks, or mechanical damage. All external components, including piping and insulation, were intact and properly secured. No abnormalities were observed during the inspection.",,,,LOW,No action,2026-11-09
INS-2025-0503,101-D-003,2025-11-10,VISUAL,"The diesel stripper (D-103) was visually inspected on 2025-11-10. External surfaces showed no signs of corrosion, leaks, or mechanical damage. No abnormalities were observed in the insulation or structural supports. The unit appeared clean and well-maintained with no visible oil or lubricant residue.",,,,LOW,No action,2026-11-10
INS-2025-0504,101-E-002,2025-11-10,VISUAL,The crude/atmospheric residue preheat exchanger #2 (E-102) was visually inspected on 2025-11-10. The exchanger showed signs of fouling with a measured fouling percentage of 19.8%. No external damage or leaks were observed during the inspection. The unit is currently in crude preheat service as per drawing 101-E-002.,19.8,,,MEDIUM,Clean at TA-2027,2026-11-10
INS-2025-0505,101-E-011,2025-11-10,VISUAL,"The Diesel product / BFW exchanger (E-111, drawing 101-E-011) was visually inspected on 2025-11-10. The unit is in diesel product cooling service. Visual examination revealed no apparent damage or leaks. Fouling level was measured at 6.0%.",6.0,,,LOW,No action,2026-11-10
INS-2025-0506,101-D-004,2025-11-11,VISUAL,"The residue flash drum (D-104) was visually inspected on 2025-11-11. The external surface showed no signs of corrosion, deformation, or leakage. Weld seams appeared intact with no visible cracks or defects. No abnormal residues or deposits were observed on the vessel exterior.",,,,LOW,No action,2026-11-11
